number,department,municipality,area,location,address,electoralLoad
18178,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,352
18179,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,352
18180,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18181,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18182,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18183,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18184,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18185,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18186,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18187,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18188,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18189,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18190,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18191,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18192,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18193,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18194,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18195,18-YORO,04-EL PROGRESO,1-URBANA,CEB PETRONILA C. DE VILLALOBOS,008-COL. BENDECK,351
18196,18-YORO,04-EL PROGRESO,1-URBANA,ESC. ROBERTO MICHELETTI BAIN,011-COL. LOS CASTAÑOS,362
18197,18-YORO,04-EL PROGRESO,1-URBANA,ESC. ROBERTO MICHELETTI BAIN,011-COL. LOS CASTAÑOS,362
18198,18-YORO,04-EL PROGRESO,1-URBANA,ESC. ROBERTO MICHELETTI BAIN,011-COL. LOS CASTAÑOS,362
18199,18-YORO,04-EL PROGRESO,1-URBANA,ESC. ROBERTO MICHELETTI BAIN,011-COL. LOS CASTAÑOS,361
18200,18-YORO,04-EL PROGRESO,1-URBANA,ESC. ROBERTO MICHELETTI BAIN,011-COL. LOS CASTAÑOS,361
18201,18-YORO,04-EL PROGRESO,1-URBANA,ESC. ROBERTO MICHELETTI BAIN,011-COL. LOS CASTAÑOS,361
18202,18-YORO,04-EL PROGRESO,1-URBANA,ESC. ROBERTO MICHELETTI BAIN,011-COL. LOS CASTAÑOS,361
18203,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RIGOBERTO DELGADO MANGANDI,012-COL. MELGAR CASTRO,310
18204,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RIGOBERTO DELGADO MANGANDI,012-COL. MELGAR CASTRO,310
18205,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RIGOBERTO DELGADO MANGANDI,012-COL. MELGAR CASTRO,310
18206,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RIGOBERTO DELGADO MANGANDI,012-COL. MELGAR CASTRO,310
18207,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RIGOBERTO DELGADO MANGANDI,012-COL. MELGAR CASTRO,310
18208,18-YORO,04-EL PROGRESO,1-URBANA,ESC. POLICARPO BONILLA,014-COL. MOISES LOPEZ O SITRATERCO,344
18209,18-YORO,04-EL PROGRESO,1-URBANA,ESC. POLICARPO BONILLA,014-COL. MOISES LOPEZ O SITRATERCO,344
18210,18-YORO,04-EL PROGRESO,1-URBANA,ESC. POLICARPO BONILLA,014-COL. MOISES LOPEZ O SITRATERCO,344
18211,18-YORO,04-EL PROGRESO,1-URBANA,ESC. POLICARPO BONILLA,014-COL. MOISES LOPEZ O SITRATERCO,344
18212,18-YORO,04-EL PROGRESO,1-URBANA,ESC. POLICARPO BONILLA,014-COL. MOISES LOPEZ O SITRATERCO,343
18213,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,337
18214,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,337
18215,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,337
18216,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,337
18217,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,337
18218,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,337
18219,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,337
18220,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,336
18221,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,336
18222,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,336
18223,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,336
18224,18-YORO,04-EL PROGRESO,1-URBANA,ESC. FRANCISCO MORAZAN,015-COL. PALERMO,336
18225,18-YORO,04-EL PROGRESO,1-URBANA,INST. EDUARDO HERNANDEZ CHEVEZ,017-COL. PALERMO,365
18226,18-YORO,04-EL PROGRESO,1-URBANA,INST. EDUARDO HERNANDEZ CHEVEZ,017-COL. PALERMO,364
18227,18-YORO,04-EL PROGRESO,1-URBANA,INST. EDUARDO HERNANDEZ CHEVEZ,017-COL. PALERMO,364
18228,18-YORO,04-EL PROGRESO,1-URBANA,INST. EDUARDO HERNANDEZ CHEVEZ,017-COL. PALERMO,364
18229,18-YORO,04-EL PROGRESO,1-URBANA,INST. EDUARDO HERNANDEZ CHEVEZ,017-COL. PALERMO,364
18230,18-YORO,04-EL PROGRESO,1-URBANA,INST. EDUARDO HERNANDEZ CHEVEZ,017-COL. PALERMO,364
18231,18-YORO,04-EL PROGRESO,1-URBANA,INST. EDUARDO HERNANDEZ CHEVEZ,017-COL. PALERMO,364
18232,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE ALEMANIA,021-COL. POLICARPO PAZ GARCIA,346
18233,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE ALEMANIA,021-COL. POLICARPO PAZ GARCIA,346
18234,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE ALEMANIA,021-COL. POLICARPO PAZ GARCIA,346
18235,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE ALEMANIA,021-COL. POLICARPO PAZ GARCIA,346
18236,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE ALEMANIA,021-COL. POLICARPO PAZ GARCIA,345
18237,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE ALEMANIA,021-COL. POLICARPO PAZ GARCIA,345
18238,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE ALEMANIA,021-COL. POLICARPO PAZ GARCIA,345
18239,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE ALEMANIA,021-COL. POLICARPO PAZ GARCIA,345
18240,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE ALEMANIA,021-COL. POLICARPO PAZ GARCIA,345
18241,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE HONDURAS,023-BO. LOS PINOS,362
18242,18-YORO,04-EL PROGRESO,1-URBANA,ESC. REPUBLICA DE HONDURAS,023-BO. LOS PINOS,361
18243,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE MARIA FERRERO,030-BO. FATIMA,335
18244,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE MARIA FERRERO,030-BO. FATIMA,335
18245,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE MARIA FERRERO,030-BO. FATIMA,335
18246,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE MARIA FERRERO,030-BO. FATIMA,335
18247,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE MARIA FERRERO,030-BO. FATIMA,335
18248,18-YORO,04-EL PROGRESO,1-URBANA,ESC. VISITACION PADILLA,031-BO. LAS MERCEDES DEL CENTRO,323
18249,18-YORO,04-EL PROGRESO,1-URBANA,ESC. VISITACION PADILLA,031-BO. LAS MERCEDES DEL CENTRO,323
18250,18-YORO,04-EL PROGRESO,1-URBANA,CEB SAN JOSE,032-BO. MONTEVIDEO,334
18251,18-YORO,04-EL PROGRESO,1-URBANA,CEB SAN JOSE,032-BO. MONTEVIDEO,334
18252,18-YORO,04-EL PROGRESO,1-URBANA,CEB SAN JOSE,032-BO. MONTEVIDEO,334
18253,18-YORO,04-EL PROGRESO,1-URBANA,CEB SAN JOSE,032-BO. MONTEVIDEO,333
18254,18-YORO,04-EL PROGRESO,1-URBANA,CEB REPUBLICA DE HONDURAS,033-BO. CABAÑAS,264
18255,18-YORO,04-EL PROGRESO,1-URBANA,CEB REPUBLICA DE HONDURAS,033-BO. CABAÑAS,264
18256,18-YORO,04-EL PROGRESO,1-URBANA,CEB REPUBLICA DE HONDURAS,033-BO. CABAÑAS,263
18257,18-YORO,04-EL PROGRESO,1-URBANA,CEB SAN FRANCISCO,034-BO. SAN FRANCISCO,317
18258,18-YORO,04-EL PROGRESO,1-URBANA,CEB SAN FRANCISCO,034-BO. SAN FRANCISCO,317
18259,18-YORO,04-EL PROGRESO,1-URBANA,CEB SAN FRANCISCO,034-BO. SAN FRANCISCO,316
18260,18-YORO,04-EL PROGRESO,1-URBANA,CEB SAN FRANCISCO,034-BO. SAN FRANCISCO,316
18261,18-YORO,04-EL PROGRESO,1-URBANA,CEB JOSE TRINIDAD CABAÑAS,035-BO. SAN FRANCISCO,313
18262,18-YORO,04-EL PROGRESO,1-URBANA,CEB JOSE TRINIDAD CABAÑAS,035-BO. SAN FRANCISCO,313
18263,18-YORO,04-EL PROGRESO,1-URBANA,CEB JOSE TRINIDAD CABAÑAS,035-BO. SAN FRANCISCO,313
18264,18-YORO,04-EL PROGRESO,1-URBANA,CEB JOSE TRINIDAD CABAÑAS,035-BO. SAN FRANCISCO,313
18265,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAMON ROSA,037-SAN ANTONIO DE PENJAMO,342
18266,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAMON ROSA,037-SAN ANTONIO DE PENJAMO,342
18267,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAMON ROSA,037-SAN ANTONIO DE PENJAMO,342
18268,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAMON ROSA,037-SAN ANTONIO DE PENJAMO,341
18269,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAMON ROSA,037-SAN ANTONIO DE PENJAMO,341
18270,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAMON ROSA,037-SAN ANTONIO DE PENJAMO,341
18271,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAMON ROSA,037-SAN ANTONIO DE PENJAMO,341
18272,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAMON ROSA,037-SAN ANTONIO DE PENJAMO,341
18273,18-YORO,04-EL PROGRESO,1-URBANA,INST. ESTEBAN MOYA,040-LOTIFICACION MOYA,318
18274,18-YORO,04-EL PROGRESO,1-URBANA,INST. ESTEBAN MOYA,040-LOTIFICACION MOYA,318
18275,18-YORO,04-EL PROGRESO,1-URBANA,INST. ESTEBAN MOYA,040-LOTIFICACION MOYA,318
18276,18-YORO,04-EL PROGRESO,1-URBANA,INST. ESTEBAN MOYA,040-LOTIFICACION MOYA,318
18277,18-YORO,04-EL PROGRESO,1-URBANA,INST. ESTEBAN MOYA,040-LOTIFICACION MOYA,318
18278,18-YORO,04-EL PROGRESO,1-URBANA,INST. ESTEBAN MOYA,040-LOTIFICACION MOYA,318
18279,18-YORO,04-EL PROGRESO,1-URBANA,INST. ESTEBAN MOYA,040-LOTIFICACION MOYA,318
18280,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MELECIO VELASQUEZ,049-COL. MANGANDY,337
18281,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MELECIO VELASQUEZ,049-COL. MANGANDY,336
18282,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MELECIO VELASQUEZ,049-COL. MANGANDY,336
18283,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MELECIO VELASQUEZ,049-COL. MANGANDY,336
18284,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MELECIO VELASQUEZ,049-COL. MANGANDY,336
18285,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MELECIO VELASQUEZ,049-COL. MANGANDY,336
18286,18-YORO,04-EL PROGRESO,1-URBANA,ESC. 2 DE MARZO,050-COL. DOS DE MARZO,301
18287,18-YORO,04-EL PROGRESO,1-URBANA,ESC. 2 DE MARZO,050-COL. DOS DE MARZO,301
18288,18-YORO,04-EL PROGRESO,1-URBANA,ESC. 2 DE MARZO,050-COL. DOS DE MARZO,301
18289,18-YORO,04-EL PROGRESO,1-URBANA,ESC. 2 DE MARZO,050-COL. DOS DE MARZO,301
18290,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18291,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18292,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18293,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18294,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18295,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18296,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18297,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18298,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18299,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18300,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18301,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18302,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18303,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18304,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18305,18-YORO,04-EL PROGRESO,1-URBANA,INST. PERLA DEL ULUA,051-COL. DOS DE MARZO,351
18306,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MARCO AURELIO SOTO,052-COL. ESPERANZA DE JESUS,362
18307,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MARCO AURELIO SOTO,052-COL. ESPERANZA DE JESUS,362
18308,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MARCO AURELIO SOTO,052-COL. ESPERANZA DE JESUS,362
18309,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MARCO AURELIO SOTO,052-COL. ESPERANZA DE JESUS,362
18310,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MARCO AURELIO SOTO,052-COL. ESPERANZA DE JESUS,361
18311,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MARCO AURELIO SOTO,052-COL. ESPERANZA DE JESUS,361
18312,18-YORO,04-EL PROGRESO,1-URBANA,J.N SAN FRANCISCO JAVIER,054-COL. RODOLFO CARCAMO,332
18313,18-YORO,04-EL PROGRESO,1-URBANA,J.N SAN FRANCISCO JAVIER,054-COL. RODOLFO CARCAMO,332
18314,18-YORO,04-EL PROGRESO,1-URBANA,J.N SAN FRANCISCO JAVIER,054-COL. RODOLFO CARCAMO,331
18315,18-YORO,04-EL PROGRESO,1-URBANA,J.N SAN FRANCISCO JAVIER,054-COL. RODOLFO CARCAMO,331
18316,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MANUEL DE JESUS MORALES,056-COL. DIECINUEVE DE JULIO,358
18317,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MANUEL DE JESUS MORALES,056-COL. DIECINUEVE DE JULIO,358
18318,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MANUEL DE JESUS MORALES,056-COL. DIECINUEVE DE JULIO,358
18319,18-YORO,04-EL PROGRESO,1-URBANA,ESC. MANUEL DE JESUS MORALES,056-COL. DIECINUEVE DE JULIO,358
18320,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,347
18321,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,347
18322,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,346
18323,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,346
18324,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,346
18325,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,346
18326,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,346
18327,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,346
18328,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,346
18329,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,346
18330,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JOSE CECILIO DEL VALLE,057-COL. LOS LAURELES O NUEVA JERUSALEN,346
18331,18-YORO,04-EL PROGRESO,1-URBANA,ESC. IVAN MICHELETTY BAIN,058-COL. ROBERTO SUAZO CORDOVA,358
18332,18-YORO,04-EL PROGRESO,1-URBANA,ESC. IVAN MICHELETTY BAIN,058-COL. ROBERTO SUAZO CORDOVA,358
18333,18-YORO,04-EL PROGRESO,1-URBANA,ESC. IVAN MICHELETTY BAIN,058-COL. ROBERTO SUAZO CORDOVA,358
18334,18-YORO,04-EL PROGRESO,1-URBANA,ESC. IVAN MICHELETTY BAIN,058-COL. ROBERTO SUAZO CORDOVA,358
18335,18-YORO,04-EL PROGRESO,1-URBANA,ESC. IVAN MICHELETTY BAIN,058-COL. ROBERTO SUAZO CORDOVA,357
18336,18-YORO,04-EL PROGRESO,1-URBANA,ESC. IVAN MICHELETTY BAIN,058-COL. ROBERTO SUAZO CORDOVA,357
18337,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18338,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18339,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18340,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18341,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18342,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18343,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18344,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18345,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18346,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18347,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18348,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18349,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18350,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,360
18351,18-YORO,04-EL PROGRESO,1-URBANA,ESC. JAIME O´LEARY,060-COL. SAN JOSE No. 2,359
18352,18-YORO,04-EL PROGRESO,1-URBANA,INST. ROMULO ERNESTO DURON,063-COL. LAS ACACIAS,272
18353,18-YORO,04-EL PROGRESO,1-URBANA,INST. ROMULO ERNESTO DURON,063-COL. LAS ACACIAS,271
18354,18-YORO,04-EL PROGRESO,1-URBANA,CENTRO COMUNAL 6 DE JULIO,069-COL. SEIS DE JULIO,355
18355,18-YORO,04-EL PROGRESO,1-URBANA,CENTRO COMUNAL 6 DE JULIO,069-COL. SEIS DE JULIO,355
18356,18-YORO,04-EL PROGRESO,1-URBANA,CENTRO COMUNAL 6 DE JULIO,069-COL. SEIS DE JULIO,355
18357,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,364
18358,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,364
18359,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,364
18360,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,364
18361,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,364
18362,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,364
18363,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,364
18364,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,363
18365,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,363
18366,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,363
18367,18-YORO,04-EL PROGRESO,1-URBANA,ESC. GUILLERMO JAIME BAIN,072-COL. BERLIN,363
18368,18-YORO,04-EL PROGRESO,1-URBANA,CEB. JOSE ANGEL ZUNIGA HUETE,073-COL. QUEBRADA SECA,343
18369,18-YORO,04-EL PROGRESO,1-URBANA,CEB. JOSE ANGEL ZUNIGA HUETE,073-COL. QUEBRADA SECA,343
18370,18-YORO,04-EL PROGRESO,1-URBANA,CEB. JOSE ANGEL ZUNIGA HUETE,073-COL. QUEBRADA SECA,343
18371,18-YORO,04-EL PROGRESO,1-URBANA,CEB. JOSE ANGEL ZUNIGA HUETE,073-COL. QUEBRADA SECA,343
18372,18-YORO,04-EL PROGRESO,1-URBANA,CEB. JOSE ANGEL ZUNIGA HUETE,073-COL. QUEBRADA SECA,343
18373,18-YORO,04-EL PROGRESO,1-URBANA,CEB. JOSE ANGEL ZUNIGA HUETE,073-COL. QUEBRADA SECA,343
18374,18-YORO,04-EL PROGRESO,1-URBANA,CEB. JOSE ANGEL ZUNIGA HUETE,073-COL. QUEBRADA SECA,343
18375,18-YORO,04-EL PROGRESO,1-URBANA,CEB. JOSE ANGEL ZUNIGA HUETE,073-COL. QUEBRADA SECA,343
18376,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAFAEL TELL,074-BO. LA GOLONDRINAS,329
18377,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAFAEL TELL,074-BO. LA GOLONDRINAS,329
18378,18-YORO,04-EL PROGRESO,1-URBANA,ESC. RAFAEL TELL,074-BO. LA GOLONDRINAS,328
18379,18-YORO,04-EL PROGRESO,1-URBANA,ESC. PEDRO PASCUAL AMAYA,077-BO. SUBIRANA,170
18380,18-YORO,04-EL PROGRESO,1-URBANA,CRAED UNIVERSIDAD NACIONAL AUTONOMA DE HONDURAS,078-COL. SANTA FE I,295
18381,18-YORO,04-EL PROGRESO,1-URBANA,CRAED UNIVERSIDAD NACIONAL AUTONOMA DE HONDURAS,078-COL. SANTA FE I,295
18382,18-YORO,04-EL PROGRESO,1-URBANA,CRAED UNIVERSIDAD NACIONAL AUTONOMA DE HONDURAS,078-COL. SANTA FE I,294
18383,18-YORO,04-EL PROGRESO,1-URBANA,CRAED UNIVERSIDAD NACIONAL AUTONOMA DE HONDURAS,078-COL. SANTA FE I,294
18384,18-YORO,04-EL PROGRESO,1-URBANA,ESC. CORITZA CRUZ,079-COL. RODAS ALVARADO,288
18385,18-YORO,04-EL PROGRESO,1-URBANA,ESC. CORITZA CRUZ,079-COL. RODAS ALVARADO,288
18386,18-YORO,04-EL PROGRESO,1-URBANA,ESC. CORITZA CRUZ,079-COL. RODAS ALVARADO,287
18387,18-YORO,04-EL PROGRESO,1-URBANA,ESC. CORITZA CRUZ,079-COL. RODAS ALVARADO,287
18388,18-YORO,04-EL PROGRESO,1-URBANA,ANEXO CEB. JOSE TRINIDAD CABAÑAS,080-COL. RAMIREZ REINA,248
18389,18-YORO,04-EL PROGRESO,1-URBANA,ANEXO CEB. JOSE TRINIDAD CABAÑAS,080-COL. RAMIREZ REINA,248
18390,18-YORO,04-EL PROGRESO,1-URBANA,ANEXO CEB. JOSE TRINIDAD CABAÑAS,080-COL. RAMIREZ REINA,248
18391,18-YORO,04-EL PROGRESO,1-URBANA,ESC. 3 DE ABRIL,083-COL. 3 DE ABRIL,363
18392,18-YORO,04-EL PROGRESO,1-URBANA,ESC. 3 DE ABRIL,083-COL. 3 DE ABRIL,363
18393,18-YORO,04-EL PROGRESO,1-URBANA,ESC. 3 DE ABRIL,083-COL. 3 DE ABRIL,363
18394,18-YORO,04-EL PROGRESO,1-URBANA,ESC. 3 DE ABRIL,083-COL. 3 DE ABRIL,363
18395,18-YORO,04-EL PROGRESO,1-URBANA,ESC. 3 DE ABRIL,083-COL. 3 DE ABRIL,362
