Código Departamento,Departamento,Código Municipio,Municipio,Área,Sector Electoral,Centro de Votación,JRV,Carga Electoral
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL TEJAR,ESC. VIRGILIO GUNERA,7367,188
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL TEJAR,ESC. VIRGILIO GUNERA,7368,187
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL TERRERO,ESC. JOSE CECILIO DEL VALLE,7369,298
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL TERRERO,ESC. JOSE CECILIO DEL VALLE,7370,298
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL TERRERO,ESC. JOSE CECILIO DEL VALLE,7371,297
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA GUARUMA,CEB MANUEL BONILLA,7372,269
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA GUARUMA,CEB MANUEL BONILLA,7373,269
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA GUARUMA,CEB MANUEL BONILLA,7374,268
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA JOYA,ESC. PEDRO NUFIO,7375,355
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA JOYA,ESC. PEDRO NUFIO,7376,354
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA PABELLONA,ESC. MIGUEL PAZ BARAHONA,7377,291
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA PABELLONA,ESC. MIGUEL PAZ BARAHONA,7378,291
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LAS MESAS,ESC. ALVARO CONTRERAS,7379,361
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LAS PINTADAS,ESC. JOSE TRINIDAD REYES,7380,189
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LAS PINTADAS,ESC. JOSE TRINIDAD REYES,7381,189
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL PEÑON ABAJO,ESC. POLICARPO BONILLA,7382,307
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,MATAPALO ABAJO,ESC. PRIMERO DE MAYO,7383,299
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,NANCE DULCE,ESC. ALVARO CONTRERAS,7384,259
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,NANCE DULCE,ESC. ALVARO CONTRERAS,7385,259
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL PAPALON,CEB. REPUBLICA DE HONDURAS,7386,328
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL PAPALON,CEB. REPUBLICA DE HONDURAS,7387,327
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,ZONZAPOTE,ESC. REPUBLICA DE COSTA RICA,7388,327
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,SAN BENITO NUEVO,ESC. FEDERICO RIVERA,7389,258
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,SAN BENITO NUEVO,ESC. FEDERICO RIVERA,7390,257
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,GRANADAS ABAJO,ESC. ELOY CONCEPCION CRUZ,7391,264
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,GRANADAS ABAJO,ESC. ELOY CONCEPCION CRUZ,7392,263
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LAS MARIAS DEL CENTRO,ESC. REPUBLICA DE COSTA RICA,7393,305
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,SAN ISIDRO,ESC. AMADO ARGEÑAL,7394,210
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA PINTURA,CEB JUAN CAPIS MONDRAGON,7395,195
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA PINTURA,CEB JUAN CAPIS MONDRAGON,7396,195
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,PALO SOLO,ESC. JOSE CECILIO DEL VALLE,7397,283
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,PALO SOLO,ESC. JOSE CECILIO DEL VALLE,7398,282
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,OMOA,ESC. NAPOLEON TERCERO PEÑA,7399,227
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,QUEBRADA GRANDE,ESC. FRANCISCO A. RODRIGUEZ,7400,186
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA VETA,ESC. LEMPIRA,7401,245
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA VETA,ESC. LEMPIRA,7402,245
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,COFRADIA,CEB FRANCISCO MORAZÁN ,7403,220
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,COFRADIA,CEB FRANCISCO MORAZÁN ,7404,219
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA MAJADA,ESC. ALVARO CONTRERAS,7405,275
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA PLOMOSA NO. 1,ESC. JOSE TRINIDAD CABAÑAS,7406,206
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL GUACIMAL No. 1,ESC. FRANCISCO MORAZAN,7407,311
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL PEÑON ARRIBA,ESC. JUAN RAMON AGUILERA,7408,272
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,GUANACASTE,ESC. RAMON ROSA,7409,285
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,EL CACAO,ESC. JOSE CECILIO DEL VALLE,7410,308
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA MONTAÑA,ESC. JOSE CECILIO DEL VALLE,7411,257
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA MONTAÑA,ESC. JOSE CECILIO DEL VALLE,7412,257
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,SAN BENITO VIEJO,ESC. OSCAR DOMINGUEZ,7413,336
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,SAN BENITO VIEJO,ESC. OSCAR DOMINGUEZ,7414,336
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,CERRO COLORADO,ESC. FRANCISCO MORAZAN,7415,330
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LA CAÑITA,ESC. JOSEFA ALCIDES PAZ,7416,227
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,LOS LLANITOS,ESC. JUAN RAMON MOLINA,7417,215
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,PALO VERDE,ESC. RURAL MIXTA HERMANOS RIOS,7418,176
6,CHOLUTECA,3.0,CONCEPCION DE MARIA,RURAL,SANTA ANA,ESC. TIBURCIO CARIAS ANDINO,7419,356
6,CHOLUTECA,4.0,DUYURE,RURAL,DUYURE,ESC. PRESENTACION CENTENO,7420,336
6,CHOLUTECA,4.0,DUYURE,RURAL,DUYURE,ESC. PRESENTACION CENTENO,7421,335
6,CHOLUTECA,4.0,DUYURE,RURAL,DUYURE,ESC. PRESENTACION CENTENO,7422,335
6,CHOLUTECA,4.0,DUYURE,RURAL,DUYURE,ESC. PRESENTACION CENTENO,7423,335
6,CHOLUTECA,4.0,DUYURE,RURAL,DUYURE,ESC. PRESENTACION CENTENO,7424,335
6,CHOLUTECA,4.0,DUYURE,RURAL,EL CARRIZAL PRIETO,ESC. ALVARO CONTRERAS,7425,281
6,CHOLUTECA,4.0,DUYURE,RURAL,EL HORNO,ESC. JOSE TRINIDAD REYES,7426,229
6,CHOLUTECA,4.0,DUYURE,RURAL,EL HORNO,ESC. JOSE TRINIDAD REYES,7427,229
6,CHOLUTECA,4.0,DUYURE,RURAL,LIRAQUI,ESC. FRANCISCO MORAZAN,7428,329
6,CHOLUTECA,4.0,DUYURE,RURAL,TIERRA COLORADA,ESC. DIONISIO DE HERRERA,7429,165
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL CORPUS,ESC. REPUBLICA DE BRASIL,7430,370
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL CORPUS,ESC. REPUBLICA DE BRASIL,7431,370
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL CORPUS,ESC. REPUBLICA DE BRASIL,7432,370
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL CORPUS,ESC. REPUBLICA DE BRASIL,7433,369
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL CORPUS,ESC. REPUBLICA DE BRASIL,7434,369
6,CHOLUTECA,5.0,EL CORPUS,RURAL,AGUA FRIA,ESC. DIONISIO DE HERRERA,7435,249
6,CHOLUTECA,5.0,EL CORPUS,RURAL,AGUA FRIA,ESC. DIONISIO DE HERRERA,7436,249
6,CHOLUTECA,5.0,EL CORPUS,RURAL,AGUA FRIA,ESC. DIONISIO DE HERRERA,7437,249
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LA CUCHILLA,ESC. LEMPIRA,7438,190
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LA CUCHILLA,ESC. LEMPIRA,7439,189
6,CHOLUTECA,5.0,EL CORPUS,RURAL,CALAIRE,CEB JOSE CECILIO DEL VALLE,7440,357
6,CHOLUTECA,5.0,EL CORPUS,RURAL,CALAIRE,CEB JOSE CECILIO DEL VALLE,7441,356
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL QUEBRACHAL,ESC. FRANCISCO MORAZAN,7442,292
6,CHOLUTECA,5.0,EL CORPUS,RURAL,AGUA AGRIA,ESC. MARCO AURELIO SOTO,7443,334
6,CHOLUTECA,5.0,EL CORPUS,RURAL,AGUA AGRIA,ESC. MARCO AURELIO SOTO,7444,333
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL BANQUITO,ESC. JOSE TRINIDAD REYES,7445,312
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL BANQUITO,ESC. JOSE TRINIDAD REYES,7446,312
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL BANQUITO,ESC. JOSE TRINIDAD REYES,7447,312
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL CARRIZAL,ESC. MARCO AURELIO SOTO,7448,271
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL CARRIZAL,ESC. MARCO AURELIO SOTO,7449,270
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LA MONTAÑA,ESC. CELIO ARIAS MONCADA,7450,334
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LA MONTAÑA,ESC. CELIO ARIAS MONCADA,7451,333
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL NARANJAL,ESC. JOSE TRINIDAD REYES,7452,342
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL NARANJAL,ESC. JOSE TRINIDAD REYES,7453,342
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL ZAPOTAL,ESC. JOSE TRINIDAD REYES,7454,286
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL ZAPOTAL,ESC. JOSE TRINIDAD REYES,7455,285
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL BIJAGUAL,ESC. FRANCISCO MORAZAN,7456,218
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL BIJAGUAL,ESC. FRANCISCO MORAZAN,7457,218
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LA FORTUNA,ESC. RURAL DIONISIO DE HERRERA,7458,291
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LA FORTUNA,ESC. RURAL DIONISIO DE HERRERA,7459,291
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LA FORTUNA,ESC. RURAL DIONISIO DE HERRERA,7460,291
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LA GALERA,ESC. FRANCISCO MORAZAN,7461,318
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LA GALERA,ESC. FRANCISCO MORAZAN,7462,317
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LOS TERREROS,ESC. MANUEL BONILLA,7463,358
6,CHOLUTECA,5.0,EL CORPUS,RURAL,SAN JUAN ABAJO,ESC. REPUBLICA DE HONDURAS,7464,263
6,CHOLUTECA,5.0,EL CORPUS,RURAL,SAN JUAN ABAJO,ESC. REPUBLICA DE HONDURAS,7465,262
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL CARACOL,CEB JOSE CECILIO DEL VALLE,7466,261
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL CARACOL,CEB JOSE CECILIO DEL VALLE,7467,260
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL CARACOL,CEB JOSE CECILIO DEL VALLE,7468,260
6,CHOLUTECA,5.0,EL CORPUS,RURAL,SAN JUAN ARRIBA,ESC. RAMON ROSA,7469,302
6,CHOLUTECA,5.0,EL CORPUS,RURAL,SAN JUAN ARRIBA,ESC. RAMON ROSA,7470,302
6,CHOLUTECA,5.0,EL CORPUS,RURAL,SAN JUAN ARRIBA,ESC. RAMON ROSA,7471,301
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL TERRERO,ESC. REPUBLICA DE MEXICO,7472,203
6,CHOLUTECA,5.0,EL CORPUS,RURAL,EL TERRERO,ESC. REPUBLICA DE MEXICO,7473,203
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LOS CHAGUITES,ESC. DIONISIO DE HERRERA,7474,356
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LOS CHAGUITES,ESC. DIONISIO DE HERRERA,7475,356
6,CHOLUTECA,5.0,EL CORPUS,RURAL,AGUA AGRIA Nº2,CEB GUILLERMO ARTURO PINEL,7476,246
6,CHOLUTECA,5.0,EL CORPUS,RURAL,AGUA AGRIA Nº2,CEB GUILLERMO ARTURO PINEL,7477,246
6,CHOLUTECA,5.0,EL CORPUS,RURAL,APINTO,CEB MINERVA,7478,370
6,CHOLUTECA,5.0,EL CORPUS,RURAL,APINTO,CEB MINERVA,7479,370
6,CHOLUTECA,5.0,EL CORPUS,RURAL,APINTO,CEB MINERVA,7480,369
6,CHOLUTECA,5.0,EL CORPUS,RURAL,SAN JUDAS,ESC. JOSE TRINIDAD REYES,7481,256
6,CHOLUTECA,5.0,EL CORPUS,RURAL,SAN JUDAS,ESC. JOSE TRINIDAD REYES,7482,256
6,CHOLUTECA,5.0,EL CORPUS,RURAL,SAN JUDAS,ESC. JOSE TRINIDAD REYES,7483,255
6,CHOLUTECA,5.0,EL CORPUS,RURAL,LA FORTUNITA,ESC. LUIS ENRIQUE BELLINO,7484,286
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7485,361
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7486,361
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7487,361
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7488,361
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7489,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7490,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7491,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7492,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7493,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7494,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7495,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7496,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7497,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7498,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7499,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. EL CENTRO,ESC. PEDRO NUFIO,7500,360
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. SAN MIGUEL,INST. EL TRIUNFO,7501,317
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. SAN MIGUEL,INST. EL TRIUNFO,7502,317
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. SAN MIGUEL,INST. EL TRIUNFO,7503,316
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. SAN MIGUEL,INST. EL TRIUNFO,7504,316
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. SAN MIGUEL,INST. EL TRIUNFO,7505,316
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. SAN MIGUEL,INST. EL TRIUNFO,7506,316
6,CHOLUTECA,6.0,EL TRIUNFO,URBANA,BO. SAN MIGUEL,INST. EL TRIUNFO,7507,316
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,AZACUALPA,CEB. MIGUEL PAZ BARAHONA,7508,363
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,AZACUALPA,CEB. MIGUEL PAZ BARAHONA,7509,363
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,AZACUALPA,CEB. MIGUEL PAZ BARAHONA,7510,363
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,AZACUALPA,CEB. MIGUEL PAZ BARAHONA,7511,363
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,AZACUALPA,CEB. MIGUEL PAZ BARAHONA,7512,363
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,AZACUALPA,CEB. MIGUEL PAZ BARAHONA,7513,362
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,OJO DE AGUA,CEB. JOSE CECILIO DEL VALLE,7514,299
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,OJO DE AGUA,CEB. JOSE CECILIO DEL VALLE,7515,298
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,OJO DE AGUA,CEB. JOSE CECILIO DEL VALLE,7516,298
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,OJO DE AGUA,CEB. JOSE CECILIO DEL VALLE,7517,298
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL CHORRO,ESC. JUAN LINDO,7518,316
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL CHORRO,ESC. JUAN LINDO,7519,316
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL CHORRO,ESC. JUAN LINDO,7520,316
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL CHORRO,ESC. JUAN LINDO,7521,315
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,TIERRA HUECA,ESC. EL PROGRESO INFANTIL,7522,353
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,TIERRA HUECA,ESC. EL PROGRESO INFANTIL,7523,352
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL PERICO,ESC. NORMA CADALSO,7524,363
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL PERICO,ESC. NORMA CADALSO,7525,362
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL PERICO,ESC. NORMA CADALSO,7526,362
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,LA CALERA,ESC. MARCO AURELIO SOTO,7527,348
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,LA CALERA,ESC. MARCO AURELIO SOTO,7528,348
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,NANCE DULCE,ESC. LEMPIRA,7529,321
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,NANCE DULCE,ESC. LEMPIRA,7530,320
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,NANCE DULCE,ESC. LEMPIRA,7531,320
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SAN JUAN,CEB. FRANCISCO MORAZAN,7532,231
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SAN JUAN,CEB. FRANCISCO MORAZAN,7533,231
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SANTA MARTHA,ESC. MARIA CRISTINA MARTINEZ,7534,297
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SANTA MARTHA,ESC. MARIA CRISTINA MARTINEZ,7535,296
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SANTA MARTHA,ESC. MARIA CRISTINA MARTINEZ,7536,296
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SANTA MARTHA,ESC. MARIA CRISTINA MARTINEZ,7537,296
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL ESTRIBO,ESC. JOSE RAMON VILLEDA MORALES,7538,325
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL ESTRIBO,ESC. JOSE RAMON VILLEDA MORALES,7539,324
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL ESTRIBO,ESC. JOSE RAMON VILLEDA MORALES,7540,324
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SONI,ESC. FRANCISCO MORAZAN,7541,322
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SONI,ESC. FRANCISCO MORAZAN,7542,322
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SONI,ESC. FRANCISCO MORAZAN,7543,322
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SONI,ESC. FRANCISCO MORAZAN,7544,321
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SANTA MARIA,CEB. PORVENIR DE HONDURAS,7545,309
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SANTA MARIA,CEB. PORVENIR DE HONDURAS,7546,309
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SANTA MARIA,CEB. PORVENIR DE HONDURAS,7547,309
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SANTA MARIA,CEB. PORVENIR DE HONDURAS,7548,309
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SANTA MARIA,CEB. PORVENIR DE HONDURAS,7549,308
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,LAS CASITAS,ESC. GUSTAVO CADALSO,7550,369
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,RIO ARRIBA O LAS BATEAS,ESC. OSCAR DOMINGUEZ,7551,302
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,RIO ARRIBA O LAS BATEAS,ESC. OSCAR DOMINGUEZ,7552,302
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,RIO ARRIBA O LAS BATEAS,ESC. OSCAR DOMINGUEZ,7553,302
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,RIO ARRIBA O LAS BATEAS,ESC. OSCAR DOMINGUEZ,7554,302
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,RIO GRANDE No. 1,ESC. JOSE TRINIDAD REYES,7555,283
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,RIO GRANDE No. 1,ESC. JOSE TRINIDAD REYES,7556,282
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,RIO GRANDE No. 1,ESC. JOSE TRINIDAD REYES,7557,282
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,ASENT. EL GRAMAL,ESC. DIONISIO DE HERRERA,7558,328
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,LAS CHACARAS,ESC. RUBEN MARTINEZ RODAS No. 1,7559,290
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,LAS CHACARAS,ESC. RUBEN MARTINEZ RODAS No. 1,7560,290
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,LAS CHACARAS,ESC. RUBEN MARTINEZ RODAS No. 1,7561,290
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,LAS CHACARAS,ESC. RUBEN MARTINEZ RODAS No. 1,7562,290
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,LA PEÑA,ESC. MIGUEL PAZ BARAHONA,7563,212
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,LA PEÑA,ESC. MIGUEL PAZ BARAHONA,7564,212
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,MATAPALO CENTRO,ESC. CARLOS ROBERTO REINA,7565,356
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,MATAPALO CENTRO,ESC. CARLOS ROBERTO REINA,7566,356
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,LOS CALPULES,ESC. RAFAEL PINEDA PONCE,7567,231
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL ANGEL,ESC. JOSE TRINIDAD REYES,7568,298
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL ANGEL,ESC. JOSE TRINIDAD REYES,7569,297
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL ANGEL,ESC. JOSE TRINIDAD REYES,7570,297
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL CARAO ARRIBA,ESC. SAN JOSE OBRERO,7571,262
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL CARAO ARRIBA,ESC. SAN JOSE OBRERO,7572,261
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,TRES PIEDRAS,ESC. RURAL MIXTA JUAN VICENTE OCHOA,7573,317
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,TRES PIEDRAS,ESC. RURAL MIXTA JUAN VICENTE OCHOA,7574,316
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,TRES PIEDRAS,ESC. RURAL MIXTA JUAN VICENTE OCHOA,7575,316
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SAN BUENAVENTURA,ESC. OLIMPIA CARRANZA E.,7576,356
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SAN BUENAVENTURA,ESC. OLIMPIA CARRANZA E.,7577,356
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SAN BUENAVENTURA,ESC. OLIMPIA CARRANZA E.,7578,356
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,CUATRO ESQUINAS,ESC. RAFAEL LEONARDO CALLEJAS,7579,337
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,CUATRO ESQUINAS,ESC. RAFAEL LEONARDO CALLEJAS,7580,336
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL COYOL,ESC. CARLOS HARTLING,7581,191
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,EL COYOL,ESC. CARLOS HARTLING,7582,191
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,BO. NUEVO,ESC. TIBURCIO CARIAS ANDINO,7583,283
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,BO. NUEVO,ESC. TIBURCIO CARIAS ANDINO,7584,283
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,BO. NUEVO,ESC. TIBURCIO CARIAS ANDINO,7585,282
6,CHOLUTECA,6.0,EL TRIUNFO,RURAL,SANTA CATARINA,ESC. MIGUEL ALFONSO CASTILLO,7586,235
